Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of OA Gold
BULLETIN OF INSECTOLOGY,B INSECTOL,1721-8861,2283-0332,ENTOMOLOGY - SCIE,"1,196",1.562,Q3,0.67,0%
FOLIA ZOOLOGICA,FOLIA ZOOL,0139-7893,1573-1189,ZOOLOGY - SCIE,840,1.542,Q2,0.53,100%
ACTA PARASITOLOGICA,ACTA PARASITOL,1230-2821,1896-1851,ZOOLOGY - SCIE,"1,912",1.534,Q2,0.61,7.46%
JOURNAL OF APICULTURAL SCIENCE,J APIC SCI,1643-4439,2299-4831,ENTOMOLOGY - SCIE,657,1.526,Q3,0.42,100%
Asian Herpetological Research,ASIAN HERPETOL RES,2095-0357,2095-0357,ZOOLOGY - SCIE,419,1.516,Q2,0.71,0%
THEORETICAL POPULATION BIOLOGY,THEOR POPUL BIOL,0040-5809,1096-0325,ECOLOGY - SCIE; EVOLUTIONARY BIOLOGY - SCIE,"4,282",1.514,Q4,0.4,15%
APPLIED ENTOMOLOGY AND ZOOLOGY,APPL ENTOMOL ZOOL,0003-6862,1347-605X,ENTOMOLOGY - SCIE,"2,641",1.504,Q3,0.58,4.73%
Entomologica Americana,ENTOMOL AM-NY,1947-5136,1947-5144,ENTOMOLOGY - SCIE,127,1.5,Q3,0.28,0%
ZOO BIOLOGY,ZOO BIOL,0733-3188,1098-2361,ZOOLOGY - SCIE,"2,743",1.495,Q3,0.66,10.50%
ZooKeys,ZOOKEYS,1313-2989,1313-2970,ZOOLOGY - SCIE,"7,435",1.492,Q3,0.83,96.20%
NEMATOLOGY,NEMATOLOGY,1388-5545,N/A,ZOOLOGY - SCIE,"2,559",1.489,Q3,0.84,4.85%
JOURNAL OF NEMATOLOGY,J NEMATOL,0022-300X,2640-396X,ZOOLOGY - SCIE,"3,599",1.481,Q3,0.67,96.86%
ACAROLOGIA,ACAROLOGIA,0044-586X,2107-7207,ENTOMOLOGY - SCIE,"1,628",1.475,Q3,0.72,89.02%
Neotropical Ichthyology,NEOTROP ICHTHYOL,1679-6225,N/A,ZOOLOGY - SCIE,"1,998",1.47,Q3,0.84,92.89%
Israel Journal of Ecology & Evolution,ISR J ECOL EVOL,1565-9801,2224-4662,EVOLUTIONARY BIOLOGY - SCIE; ECOLOGY - SCIE,345,1.463,Q4,0.28,1.64%
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,BIOCHEM SYST ECOL,0305-1978,1873-2925,EVOLUTIONARY BIOLOGY - SCIE; ECOLOGY - SCIE,"5,199",1.462,Q4,0.3,1.91%
Journal of Vertebrate Biology,J VERTEBR BIOL,2694-7684,2694-7684,ZOOLOGY - SCIE,99,1.46,Q3,1.13,100%
FLORIDA ENTOMOLOGIST,FLA ENTOMOL,0015-4040,1938-5102,ENTOMOLOGY - SCIE,"4,365",1.434,Q3,0.46,89.05%
JOURNAL OF HERPETOLOGY,J HERPETOL,0022-1511,1937-2418,ZOOLOGY - SCIE,"4,089",1.43,Q3,0.75,0.65%
South American Journal of Herpetology,S AM J HERPETOL,1808-9798,N/A,ZOOLOGY - SCIE,562,1.414,Q3,0.79,0%
European Journal of Taxonomy,EUR J TAXON,N/A,2118-9773,ZOOLOGY - SCIE; ENTOMOLOGY - SCIE,"1,090",1.398,Q3,0.6,96.19%
AFRICAN ZOOLOGY,AFR ZOOL,1562-7020,2224-073X,ZOOLOGY - SCIE,712,1.39,Q3,0.67,2.25%
JOURNAL OF ARACHNOLOGY,J ARACHNOL,0161-8202,1937-2396,ENTOMOLOGY - SCIE,"1,825",1.384,Q3,0.5,1.55%
FOLIA PRIMATOLOGICA,FOLIA PRIMATOL,0015-5713,1421-9980,ZOOLOGY - SCIE,"1,617",1.38,Q3,0.69,5.62%
HUMAN BIOLOGY,HUM BIOL,0018-7143,1534-6617,BIOLOGY - SCIE,"1,849",1.371,Q3,0.27,0%
BIOLOGICAL RHYTHM RESEARCH,BIOL RHYTHM RES,0929-1016,1744-4179,BIOLOGY - SCIE,"1,507",1.362,Q3,0.3,1.78%
International Journal of Astrobiology,INT J ASTROBIOL,1473-5504,1475-3006,BIOLOGY - SCIE,907,1.358,Q4,0.4,5.96%
ENTOMOLOGICAL RESEARCH,ENTOMOL RES,1738-2297,1748-5967,ENTOMOLOGY - SCIE,843,1.358,Q3,0.54,2.63%
MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,MATH MED BIOL,1477-8599,1477-8602,BIOLOGY - SCIE,645,1.349,Q4,0.45,10.45%
ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS,ICHTHYOL EXPLOR FRES,0936-9902,N/A,ZOOLOGY - SCIE,624,1.346,Q3,0.33,0%
ECOSCIENCE,ECOSCIENCE,1195-6860,2376-7626,ECOLOGY - SCIE,"2,087",1.344,Q4,0.4,13.86%
JOURNAL OF BIOLOGICAL EDUCATION,J BIOL EDUC,0021-9266,2157-6009,BIOLOGY - SCIE,"1,089",1.343,Q4,0.51,8.12%
TROPICAL ECOLOGY,TROP ECOL,0564-3295,2661-8982,ECOLOGY - SCIE,"1,241",1.333,Q4,0.28,2.07%
THEORY IN BIOSCIENCES,THEOR BIOSCI,1431-7613,1611-7530,BIOLOGY - SCIE,671,1.315,Q4,0.45,26.83%
SYSTEMATIC AND APPLIED ACAROLOGY,SYST APPL ACAROL-UK,1362-1971,N/A,ENTOMOLOGY - SCIE,"1,669",1.314,Q3,0.6,0%
PHYTOCOENOLOGIA,PHYTOCOENOLOGIA,0340-269X,2363-7153,ECOLOGY - SCIE,679,1.314,Q4,0.45,0%
Open Life Sciences,OPEN LIFE SCI,2391-5412,N/A,BIOLOGY - SCIE,592,1.311,Q4,0.28,90.16%
AMPHIBIAN & REPTILE CONSERVATION,AMPHIB REPTILE CONSE,1083-446X,N/A,ZOOLOGY - SCIE,293,1.309,Q3,0.63,0%
INSECT SYSTEMATICS & EVOLUTION,INSECT SYST EVOL,1399-560X,1876-312X,ENTOMOLOGY - SCIE; EVOLUTIONARY BIOLOGY - SCIE,496,1.304,Q3,0.63,1.49%
ACTA ETHOLOGICA,ACTA ETHOL,0873-9749,1437-9546,ZOOLOGY - SCIE,618,1.298,Q3,0.49,14.67%
ENTOMOLOGICAL SCIENCE,ENTOMOL SCI,1343-8786,1479-8298,ENTOMOLOGY - SCIE,999,1.294,Q3,0.51,4.41%
JOURNAL OF CRUSTACEAN BIOLOGY,J CRUSTACEAN BIOL,0278-0372,1937-240X,ZOOLOGY - SCIE,"3,230",1.29,Q3,0.6,7.03%
African Journal of Wildlife Research,AFR J WILDL RES,2410-7220,2410-8200,ZOOLOGY - SCIE; ECOLOGY - SCIE,158,1.27,Q3,0.36,0%
AQUATIC INSECTS,AQUAT INSECT,0165-0424,1744-4152,ENTOMOLOGY - SCIE,508,1.269,Q3,0.38,2.67%
AQUATIC MICROBIAL ECOLOGY,AQUAT MICROB ECOL,0948-3055,1616-1564,ECOLOGY - SCIE,"4,383",1.263,Q4,0.43,8.82%
ANIMAL BIOLOGY,ANIM BIOL,1570-7555,1570-7563,ZOOLOGY - SCIE,661,1.227,Q3,0.71,11.83%
ICHTHYOLOGICAL RESEARCH,ICHTHYOL RES,1341-8998,1616-3915,ZOOLOGY - SCIE,"1,113",1.223,Q3,0.48,0.59%
URSUS,URSUS,1537-6176,1938-5439,ZOOLOGY - SCIE,676,1.219,Q3,0.53,0%
CHELONIAN CONSERVATION AND BIOLOGY,CHELONIAN CONSERV BI,1071-8443,1943-3956,ZOOLOGY - SCIE,"1,158",1.209,Q3,0.74,1.96%
Austral Entomology,AUSTRAL ENTOMOL,2052-1758,2052-174X,ENTOMOLOGY - SCIE,802,1.205,Q3,0.71,N/A
ACTA ZOOLOGICA,ACTA ZOOL-STOCKHOLM,0001-7272,1463-6395,ZOOLOGY - SCIE,"1,556",1.205,Q3,0.71,6.92%
INTERNATIONAL JOURNAL OF ACAROLOGY,INT J ACAROL,0164-7954,1945-3892,ENTOMOLOGY - SCIE,"1,514",1.205,Q3,0.55,1.93%
JOURNAL OF ETHOLOGY,J ETHOL,0289-0771,1439-5444,ZOOLOGY - SCIE,"1,131",1.202,Q3,0.57,14.89%
RAFFLES BULLETIN OF ZOOLOGY,RAFFLES B ZOOL,0217-2445,2345-7600,ZOOLOGY - SCIE,"1,875",1.198,Q3,0.57,0%
MAMMALIA,MAMMALIA,0025-1461,1864-1547,ZOOLOGY - SCIE,"1,814",1.197,Q3,0.6,1.95%
HERPETOLOGICAL JOURNAL,HERPETOL J,0268-0130,0268-0130,ZOOLOGY - SCIE,942,1.194,Q3,0.55,2.30%
COMPOST SCIENCE & UTILIZATION,COMPOST SCI UTIL,1065-657X,2326-2397,ECOLOGY - SCIE,916,1.188,Q4,0.24,5.71%
ANTHROPOLOGICAL SCIENCE,ANTHROPOL SCI,0918-7960,1348-8570,EVOLUTIONARY BIOLOGY - SCIE,393,1.185,Q4,0.3,97.83%
Comparative Cytogenetics,COMP CYTOGENET,1993-0771,1993-078X,ZOOLOGY - SCIE,553,1.182,Q3,0.49,97.96%
BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,BRAZ ARCH BIOL TECHN,1516-8913,1678-4324,BIOLOGY - SCIE,"3,515",1.18,Q4,0.22,95.60%
AUSTRALIAN MAMMALOGY,AUST MAMMAL,0310-0049,1836-7402,ZOOLOGY - SCIE,816,1.177,Q3,0.76,4.57%
HELMINTHOLOGIA,HELMINTHOLOGIA,0440-6605,1336-9083,ZOOLOGY - SCIE,841,1.176,Q3,0.46,97.79%
DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,DEUT ENTOMOL Z,1435-1951,1522-2403,ENTOMOLOGY - SCIE,734,1.174,Q3,0.53,100%
INVERTEBRATE REPRODUCTION & DEVELOPMENT,INVERTEBR REPROD DEV,0792-4259,2157-0272,ZOOLOGY - SCIE,947,1.167,Q3,0.42,2.41%
FOLIA BIOLOGICA,FOLIA BIOL-PRAGUE,0015-5500,0015-5500,BIOLOGY - SCIE,581,1.167,Q4,0.17,0%
ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,ANN SOC ENTOMOL FR,0037-9271,2168-6351,ENTOMOLOGY - SCIE,"1,917",1.154,Q3,0.47,0%
ACTA CHIROPTEROLOGICA,ACTA CHIROPTEROL,1508-1109,1733-5329,ZOOLOGY - SCIE,"1,244",1.145,Q3,0.62,0%
ETHOLOGY ECOLOGY & EVOLUTION,ETHOL ECOL EVOL,0394-9370,1828-7131,ZOOLOGY - SCIE,"1,220",1.14,Q3,0.52,3.29%
ZOOMORPHOLOGY,ZOOMORPHOLOGY,0720-213X,1432-234X,ZOOLOGY - SCIE,"1,171",1.138,Q3,0.69,22.13%
EUROPEAN JOURNAL OF ENTOMOLOGY,EUR J ENTOMOL,N/A,1802-8829,ENTOMOLOGY - SCIE,"2,208",1.13,Q3,0.52,97.84%
ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,ORIGINS LIFE EVOL B,0169-6149,1573-0875,BIOLOGY - SCIE,"1,858",1.12,Q4,0.46,23.68%
CANADIAN ENTOMOLOGIST,CAN ENTOMOL,0008-347X,1918-3240,ENTOMOLOGY - SCIE,"3,938",1.115,Q3,0.49,5.21%
BIOCELL,BIOCELL,0327-9545,1667-5746,BIOLOGY - SCIE,447,1.11,Q4,0.24,84.01%
ACTA AMAZONICA,ACTA AMAZON,0044-5967,1809-4392,ZOOLOGY - SCIE; ECOLOGY - SCIE,"1,996",1.091,Q3,0.41,100%
VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,VET COMP ORTHOPAED,0932-0814,2567-6911,ZOOLOGY - SCIE,"1,793",1.083,Q3,0.55,0.50%
TROPICAL ZOOLOGY,TROP ZOOL,0394-6975,1970-9528,ZOOLOGY - SCIE,377,1.077,Q3,0.51,48.39%
Acta Herpetologica,ACTA HERPETOL,1827-9635,1827-9643,ZOOLOGY - SCIE,364,1.075,Q3,0.48,11.32%
AUSTRALIAN JOURNAL OF ZOOLOGY,AUST J ZOOL,0004-959X,1446-5698,ZOOLOGY - SCIE,"2,192",1.073,Q3,0.48,20%
Biologia Futura,BIOL FUTURA,2676-8615,2676-8607,BIOLOGY - SCIE,115,1.069,Q4,0.25,39.57%
BELGIAN JOURNAL OF ZOOLOGY,BELG J ZOOL,0777-6276,2295-0451,ZOOLOGY - SCIE,409,1.059,Q3,0.61,100%
HERPETOZOA,HERPETOZOA,1013-4425,1013-4425,ZOOLOGY - SCIE,344,1.053,Q3,0.47,87.04%
ANNALES ZOOLOGICI FENNICI,ANN ZOOL FENN,0003-455X,1797-2450,ZOOLOGY - SCIE; ECOLOGY - SCIE,"1,764",1.05,Q3,0.39,0%
REVISTA BRASILEIRA DE ENTOMOLOGIA,REV BRAS ENTOMOL,0085-5626,1806-9665,ENTOMOLOGY - SCIE,"1,551",1.048,Q3,0.47,96.15%
JOURNAL OF INSECT BEHAVIOR,J INSECT BEHAV,0892-7553,1572-8889,ENTOMOLOGY - SCIE,"1,811",1.038,Q3,0.54,13.58%
ZOOTAXA,ZOOTAXA,1175-5326,1175-5334,ZOOLOGY - SCIE,"28,799",1.026,Q3,0.59,0%
Subterranean Biology,SUBTERR BIOL,1768-1448,1314-2615,ZOOLOGY - SCIE,230,1.021,Q3,0.54,100%
INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,INT J TROP INSECT SC,1742-7584,1742-7592,ENTOMOLOGY - SCIE,"1,171",1.02,Q3,0.42,3.93%
Ecological Restoration,ECOL RESTOR,1543-4060,1543-4079,ECOLOGY - SCIE,604,1,Q4,0.23,0%
JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION,J AM MOSQUITO CONTR,8756-971X,1943-6270,ENTOMOLOGY - SCIE,"2,548",1,Q3,0.41,99.35%
PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,P ACAD NAT SCI PHILA,0097-3157,N/A,ECOLOGY - SCIE,"1,344",1,Q4,0.49,0%
INTERNATIONAL JOURNAL OF ODONATOLOGY,INT J ODONATOL,1388-7890,2159-6719,ENTOMOLOGY - SCIE,347,1,Q3,0.47,65.71%
ANNALES ZOOLOGICI,ANN ZOOL,0003-4541,1734-1833,ENTOMOLOGY - SCIE,796,0.99,Q4,0.45,0%
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,ACTA ZOOL ACAD SCI H,1217-8837,N/A,ZOOLOGY - SCIE,669,0.97,Q3,0.46,100%
POLAR RECORD,POLAR REC,0032-2474,1475-3057,ECOLOGY - SCIE,888,0.962,Q4,0.2,25.89%
Herpetological Conservation and Biology,HERPETOL CONSERV BIO,2151-0733,1931-7603,ZOOLOGY - SCIE,"1,015",0.958,Q3,0.55,0%
ZOOLOGICAL SCIENCE,ZOOL SCI,0289-0003,0289-0003,ZOOLOGY - SCIE,"2,892",0.955,Q4,0.49,0.52%
Veterinary Research Forum,VET RES FORUM,2008-8140,2322-3618,ZOOLOGY - SCIE,782,0.95,Q4,0.48,0%
JOURNAL OF NATURAL HISTORY,J NAT HIST,0022-2933,1464-5262,ZOOLOGY - SCIE; ECOLOGY - SCIE,"4,133",0.947,Q4,0.35,3.34%
NATURAL AREAS JOURNAL,NAT AREA J,0885-8608,2162-4399,ECOLOGY - SCIE,"1,042",0.945,Q4,0.29,0%
INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,INDIAN J EXP BIOL,0019-5189,0975-1009,BIOLOGY - SCIE,"3,701",0.944,Q4,0.23,0%
ZOOLOGY IN THE MIDDLE EAST,ZOOL MIDDLE EAST,0939-7140,2326-2680,ZOOLOGY - SCIE,716,0.944,Q4,0.48,1.54%
GAYANA,GAYANA,0717-6538,0717-6538,ZOOLOGY - SCIE,335,0.941,Q4,0.25,20.83%
Bulletin of the Peabody Museum of Natural History,B PEABODY MUS NAT HI,0079-032X,2162-4135,ECOLOGY - SCIE,328,0.933,Q4,0.22,0%
SYSTEMATIC BOTANY,SYST BOT,0363-6445,1548-2324,EVOLUTIONARY BIOLOGY - SCIE,"3,027",0.933,Q4,0.26,1.52%
TURKISH JOURNAL OF ZOOLOGY,TURK J ZOOL,1300-0179,1303-6114,ZOOLOGY - SCIE,"1,280",0.932,Q4,0.45,0.54%
AFRICAN JOURNAL OF ECOLOGY,AFR J ECOL,0141-6707,1365-2028,ECOLOGY - SCIE,"2,663",0.923,Q4,0.26,7.05%
PACIFIC SCIENCE,PAC SCI,0030-8870,1534-6188,ZOOLOGY - SCIE,"1,674",0.922,Q4,0.42,0%
ISJ-Invertebrate Survival Journal,ISJ-INVERT SURVIV J,1824-307X,N/A,ZOOLOGY - SCIE,641,0.917,Q4,0.3,0%
NAUTILUS,NAUTILUS,0028-1344,0028-1344,ZOOLOGY - SCIE,474,0.917,Q4,0.19,0%
ACTA ICHTHYOLOGICA ET PISCATORIA,ACTA ICHTHYOL PISCAT,0137-1592,1734-1515,ZOOLOGY - SCIE,708,0.913,Q4,0.39,95.81%
POLISH POLAR RESEARCH,POL POLAR RES,0138-0338,2081-8262,ECOLOGY - SCIE,655,0.9,Q4,0.3,0%
TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,TURK ENTOMOL DERG-TU,1010-6960,N/A,ENTOMOLOGY - SCIE,441,0.898,Q4,0.36,100%
CRYOLETTERS,CRYOLETTERS,0143-2044,1742-0644,BIOLOGY - SCIE,"1,143",0.892,Q4,0.26,0%
ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,ACTA ENT MUS NAT PRA,0374-1036,1804-6487,ENTOMOLOGY - SCIE,527,0.883,Q4,0.33,0.79%
MALACOLOGIA,MALACOLOGIA,0076-2997,2168-9075,ZOOLOGY - SCIE,854,0.88,Q4,0.53,0%
NEW ZEALAND JOURNAL OF ZOOLOGY,NEW ZEAL J ZOOL,0301-4223,1175-8821,ZOOLOGY - SCIE,"1,115",0.877,Q4,0.5,2.60%
SOCIOBIOLOGY,SOCIOBIOLOGY,0361-6525,N/A,ENTOMOLOGY - SCIE,"1,539",0.864,Q4,0.4,83.66%
Zoologia,ZOOLOGIA-CURITIBA,1984-4689,1984-4689,ZOOLOGY - SCIE,"1,031",0.859,Q4,0.44,97.92%
Archives of Biological Sciences,ARCH BIOL SCI,0354-4664,1821-4339,BIOLOGY - SCIE,"1,234",0.856,Q4,0.22,100%
CYBIUM,CYBIUM,0399-0974,2101-0315,ZOOLOGY - SCIE,"1,120",0.843,Q4,0.45,0%
Eco mont-Journal on Protected Mountain Areas Research,ECO MONT,2073-106X,2073-1558,ECOLOGY - SCIE,136,0.839,Q4,0.21,98.48%
STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,STUD NEOTROP FAUNA E,0165-0521,1744-5140,ZOOLOGY - SCIE,801,0.833,Q4,0.41,0%
JOURNAL OF MEDICAL PRIMATOLOGY,J MED PRIMATOL,0047-2565,1600-0684,ZOOLOGY - SCIE,961,0.821,Q4,0.35,3.14%
JOURNAL OF THE HISTORY OF BIOLOGY,J HIST BIOL,0022-5010,1573-0387,BIOLOGY - SCIE,710,0.818,Q4,0.53,24.24%
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,APPL ECOL ENV RES,1589-1623,1785-0037,ECOLOGY - SCIE,"2,896",0.816,Q4,0.17,99.68%
REVISTA DE BIOLOGIA TROPICAL,REV BIOL TROP,N/A,2215-2075,BIOLOGY - SCIE,"3,535",0.803,Q4,0.17,23.91%
MOLLUSCAN RESEARCH,MOLLUSCAN RES,1323-5818,1448-6067,ZOOLOGY - SCIE,349,0.803,Q4,0.42,0.97%
NORTHWEST SCIENCE,NORTHWEST SCI,0029-344X,2161-9859,ECOLOGY - SCIE,840,0.8,Q4,0.18,0%
BOLETIM DO INSTITUTO DE PESCA,BOL INST PESCA,0046-9939,1678-2305,ZOOLOGY - SCIE,751,0.8,Q4,0.32,96.67%
Journal of Fish and Wildlife Management,J FISH WILDL MANAG,1944-687X,N/A,ECOLOGY - SCIE,583,0.797,Q4,0.2,97.11%
COLEOPTERISTS BULLETIN,COLEOPTS BULL,0010-065X,1938-4394,ENTOMOLOGY - SCIE,"1,194",0.795,Q4,0.3,0%
North-Western Journal of Zoology,NORTH-WEST J ZOOL,1584-9074,1842-6441,ZOOLOGY - SCIE,471,0.778,Q4,0.35,0%
NOTA LEPIDOPTEROLOGICA,NOTA LEPIDOPTEROLOGI,0342-7536,2367-5365,ENTOMOLOGY - SCIE,223,0.775,Q4,0.4,96.43%
Journal of Ichthyology,J ICHTHYOL+,0032-9452,1555-6425,ZOOLOGY - SCIE,"1,773",0.745,Q4,0.31,3.62%
IHERINGIA SERIE ZOOLOGIA,IHERINGIA SER ZOOL,0073-4721,1678-4766,ZOOLOGY - SCIE,840,0.742,Q4,0.36,95.51%
RUSSIAN JOURNAL OF ECOLOGY,RUSS J ECOL+,1067-4136,1608-3334,ECOLOGY - SCIE,"1,230",0.741,Q4,0.16,0%
CURRENT HERPETOLOGY,CURR HERPETOL,1345-5834,1881-1019,ZOOLOGY - SCIE,262,0.737,Q4,0.37,0%
Contemporary Problems of Ecology,CONTEMP PROBL ECOL+,1995-4255,1995-4263,ECOLOGY - SCIE,801,0.732,Q4,0.17,0%
AMERICAN MIDLAND NATURALIST,AM MIDL NAT,0003-0031,1938-4238,ECOLOGY - SCIE,"3,883",0.731,Q4,0.2,0%
MAMMAL STUDY,MAMM STUDY,1343-4152,1348-6160,ZOOLOGY - SCIE,492,0.723,Q4,0.37,0%
FOLIA BIOLOGICA-KRAKOW,FOLIA BIOL-KRAKOW,0015-5497,1734-9168,BIOLOGY - SCIE,427,0.714,Q4,0.19,90.74%
AFRICAN INVERTEBRATES,AFR INVERTEBR,1681-5556,2305-2562,ENTOMOLOGY - SCIE; ZOOLOGY - SCIE,260,0.696,Q4,0.28,97.44%
PAKISTAN JOURNAL OF ZOOLOGY,PAK J ZOOL,0030-9923,0030-9923,ZOOLOGY - SCIE,"2,334",0.687,Q4,0.43,98.95%
PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,P ENTOMOL SOC WASH,0013-8797,0013-8797,ENTOMOLOGY - SCIE,"1,474",0.681,Q4,0.29,0%
REVUE SUISSE DE ZOOLOGIE,REV SUISSE ZOOL,0035-418X,0035-418X,ZOOLOGY - SCIE,"1,094",0.679,Q4,0.32,66.27%
ACTA BIOLOGICA COLOMBIANA,ACTA BIOL COLOMB,1900-1649,1900-1649,ZOOLOGY - SCIE,450,0.676,Q4,0.19,99.35%
SOUTHEASTERN NATURALIST,SOUTHEAST NAT,1528-7092,1938-5412,ECOLOGY - SCIE,983,0.669,Q4,0.14,0%
JOURNAL OF THE LEPIDOPTERISTS SOCIETY,J LEPID SOC,0024-0966,N/A,ENTOMOLOGY - SCIE,496,0.667,Q4,0.24,0%
ARTHROPODA SELECTA,ARTHROPODA SEL,0136-006X,N/A,ENTOMOLOGY - SCIE,408,0.664,Q4,0.29,95.06%
COMPARATIVE PARASITOLOGY,COMP PARASITOL,1525-2647,1938-2952,ZOOLOGY - SCIE,481,0.653,Q4,0.23,0%
CALIFORNIA FISH AND GAME,CALIF FISH GAME,0008-1078,2331-0405,ZOOLOGY - SCIE,517,0.65,Q4,0.22,47.67%
REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,REV SOC ENTOMOL ARGE,0373-5680,1851-7471,ENTOMOLOGY - SCIE,510,0.644,Q4,0.26,74.04%
Nauplius,NAUPLIUS,0104-6497,2358-2936,ZOOLOGY - SCIE,410,0.642,Q4,0.27,94.87%
RUSSIAN JOURNAL OF HERPETOLOGY,RUSS J HERPETOL,1026-2296,1026-2296,ZOOLOGY - SCIE,524,0.632,Q4,0.29,0%
JOURNAL OF CONCHOLOGY,J CONCHOL,0022-0019,N/A,ZOOLOGY - SCIE,289,0.588,Q4,0.18,0%
JOURNAL OF ENTOMOLOGICAL SCIENCE,J ENTOMOL SCI,0749-8004,N/A,ENTOMOLOGY - SCIE,770,0.582,Q4,0.25,0%
AFRICAN ENTOMOLOGY,AFR ENTOMOL,1021-3589,1026-4914,ENTOMOLOGY - SCIE,"1,208",0.573,Q4,0.33,0%
PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON,P BIOL SOC WASH,0006-324X,1943-6327,BIOLOGY - SCIE,"1,531",0.571,Q4,0.16,0%
POLISH JOURNAL OF ECOLOGY,POL J ECOL,1505-2249,N/A,ECOLOGY - SCIE,892,0.544,Q4,0.12,0%
VIE ET MILIEU-LIFE AND ENVIRONMENT,VIE MILIEU,0240-8759,N/A,ECOLOGY - SCIE,749,0.534,Q4,0.15,0%
JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY,J ENTOMOL RES SOC,1302-0250,N/A,ENTOMOLOGY - SCIE,220,0.518,Q4,0.25,0%
ODONATOLOGICA,ODONATOLOGICA,0375-0183,0375-0183,ENTOMOLOGY - SCIE,408,0.514,Q4,0.25,0%
PHYLLOMEDUSA,PHYLLOMEDUSA,1519-1397,2316-9079,ZOOLOGY - SCIE,251,0.508,Q4,0.21,94.05%
BIOLOGY BULLETIN,BIOL BULL+,1062-3590,1608-3059,BIOLOGY - SCIE,"1,059",0.492,Q4,0.12,1.78%
CALDASIA,CALDASIA,0366-5232,2357-3759,ZOOLOGY - SCIE,517,0.487,Q4,0.2,98.31%
NORTHEASTERN NATURALIST,NORTHEAST NAT,1092-6194,1938-5307,ECOLOGY - SCIE,967,0.486,Q4,0.16,0%
AMERICAN BIOLOGY TEACHER,AM BIOL TEACH,0002-7685,1938-4211,BIOLOGY - SCIE,972,0.485,Q4,0.16,62.60%
WESTERN NORTH AMERICAN NATURALIST,WEST N AM NATURALIST,1527-0904,1944-8341,ECOLOGY - SCIE,776,0.484,Q4,0.15,0%
JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,J KANSAS ENTOMOL SOC,0022-8567,1937-2353,ENTOMOLOGY - SCIE,"1,545",0.481,Q4,0.13,0%
Bioscience Journal,BIOSCI J,1981-3163,1981-3163,BIOLOGY - SCIE,"1,200",0.469,Q4,0.13,85.42%
Theoretical Biology Forum,THEOR BIOL FORUM,2282-2593,2283-7175,BIOLOGY - SCIE,23,0.455,Q4,0.04,0%
ORIENTAL INSECTS,ORIENT INSECTS,0030-5316,2157-8745,ENTOMOLOGY - SCIE,453,0.454,Q4,0.23,0%
ENTOMOLOGICAL NEWS,ENTOMOL NEWS,0013-872X,2162-3236,ENTOMOLOGY - SCIE,923,0.438,Q4,0.22,0%
PACHYDERM,PACHYDERM,1026-2881,N/A,ZOOLOGY - SCIE,178,0.429,Q4,0.02,0%
SOUTHWESTERN ENTOMOLOGIST,SOUTHWEST ENTOMOL,0147-1724,2162-2647,ENTOMOLOGY - SCIE,865,0.426,Q4,0.19,0%
PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,P LINN SOC N S W,0370-047X,N/A,ECOLOGY - SCIE,798,0.409,Q4,0.14,0%
RECORDS OF THE AUSTRALIAN MUSEUM,REC AUST MUS,0067-1975,0067-1975,ZOOLOGY - SCIE,647,0.4,Q4,0.26,93.48%
INTERCIENCIA,INTERCIENCIA,0378-1844,0378-1844,ECOLOGY - SCIE,"1,223",0.396,Q4,0.09,0%
RUSSIAN JOURNAL OF NEMATOLOGY,RUSS J NEMATOL,0869-6918,0869-6918,ZOOLOGY - SCIE,202,0.393,Q4,0.23,0%
SPIXIANA,SPIXIANA,0341-8391,N/A,ZOOLOGY - SCIE,335,0.391,Q4,0.16,0%
