Journal.name,JIF
MLN,0.1
VICTORIAN POETRY,0.1
MARINERS MIRROR,0.1
Cuadernos de Filologia Clasica-Estudios Griegos e Indoeuropeos,0.1
Dialogues in Philosophy Mental and Neuro Sciences,0.1
FRENCH REVIEW,0.1
JOURNAL OF MODERN LITERATURE,0.1
Monatshefte,0.1
Philologus,0.1
SPIEGEL DER LETTEREN,0.1
Criticon,0.1
GREECE & ROME,0.1
Journal of Korean Religions,0.1
REFORMATION & RENAISSANCE REVIEW,0.1
Religion & Human Rights,0.1
Trans-Form-Acao,0.1
Childrens Literature Association Quarterly,0.1
European Journal of Jewish Studies,0.1
Zeitschrift fur Interkulturelle Germanistik,0.1
Bronte Studies,0.1
BULLETIN HISPANIQUE,0.1
DANCE CHRONICLE,0.1
NEW ZEALAND JOURNAL OF HISTORY,0.1
PAJ-A JOURNAL OF PERFORMANCE AND ART,0.1
PHILOLOGICAL QUARTERLY,0.1
ZEITSCHRIFT DES DEUTSCHEN PALASTINA-VEREINS,0.1
EIGHTEENTH-CENTURY LIFE,0.1
Journal of Scottish Historical Studies,0.1
RILCE-Revista de Filologia Hispanica,0.1
Steinbeck Review,0.1
Worldviews-Global Religions Culture and Ecology,0.1
Critical Studies in Mens Fashion,0.1
Imago Temporis-Medium Aevum,0.1
Revista de Estudios Latinos,0.1
"American, British and Canadian Studies",0.1
BEITRAGE ZUR GESCHICHTE DER DEUTSCHEN SPRACHE UND LITERATUR,0.1
Estudios de Literatura Colombiana,0.1
Journal of Posthuman Studies-Philosophy Technology Media,0.1
Comparatist,0.1
STRUMENTI CRITICI,0.1
ANQ-A QUARTERLY JOURNAL OF SHORT ARTICLES NOTES AND REVIEWS,0.1
Journal of Chinese Cinemas,0.1
VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE,0.1
Horror Studies,0.1
Journal of Modern Periodical Studies,0.1
Romance Studies,0.1
Arms & Armour,0.1
BIBLIOTHEQUE D HUMANISME ET RENAISSANCE,0.1
CANADIAN LITERATURE,0.1
I Tatti Studies,0.1
NOTES AND QUERIES,0.1
Womens Writing,0.1
Ecumenica-Performance and Religion,0.1
Hobbes Studies,0.1
Annales Universitatis Paedagogicae Cracoviensis-Studia Mathematica,0.1
Lectora-Revista de Dones i Textualitat,0.1
Materiali e Discussioni per l Analisi dei Testi Classici,0.1
Monumenta Serica-Journal of Oriental Studies,0.1
Noveishaya Istoriya Rossii-Modern History of Russia,0.1
OSTERREICHISCHE ZEITSCHRIFT FUR VOLKSKUNDE,0.1
ARCADIA,0.1
ARION-A JOURNAL OF HUMANITIES AND THE CLASSICS,0.1
Britain and the World,0.1
Ming Qing Yanjiu,0.1
CALIFORNIA HISTORY,0.1
Parliamentary History,0.1
LATOMUS,0.1
ANALES DE LA LITERATURA ESPANOLA CONTEMPORANEA,0.1
Australasian Drama Studies,0.1
Canadian Journal of History-Annales Canadiennes d Histoire,0.1
Journal of Hindu Studies,0.1
NEW ENGLAND QUARTERLY-A HISTORICAL REVIEW OF NEW ENGLAND LIFE AND LETTERS,0.1
Territorio Sociedad y Poder-Revista de Estudios Medievales,0.1
Archipel-Etudes interdisciplinaires sur le monde insulindien,0.1
CHASQUI-REVISTA DE LITERATURA LATINOAMERICANA,0.1
Cuadernos de Estudios Gallegos,0.1
Ethnorema,0.1
Revista Internacional de Educacion Musical,0.1
Revista Notas Historicas y Geograficas,0.1
Studies in Russian and Soviet Cinema,0.1
CAMERA OBSCURA,0.1
Iran and the Caucasus,0.1
Istoriya-Elektronnyi Nauchno-Obrazovatelnyi Zhurnal,0.1
Istoriya-History,0.1
J19-The Journal of Nineteenth-Century Americanists,0.1
LETTERE ITALIANE,0.1
Victoriographies-A Journal of Nineteenth-Century Writing 1790-1914,0.1
Chinese Literature and Thought Today,0.1
Journal of Adaptation in Film & Performance,0.1
JOURNAL OF ARABIC LITERATURE,0.1
Rudn Journal of Russian History,0.1
Studia Theodisca,0.1
FABULA,0.1
Janus-Estudios Sobre El Siglo de Oro,0.1
JOURNAL OF MILITARY HISTORY,0.1
WELT DER SLAVEN-HALBJAHRESSCHRIFT FUR SLAVISTIK,0.1
ACADIENSIS,0.1
Byzantinoslavica-Revue Internationale des Etudes Byzantines,0.1
ENGLISH IN AFRICA,0.1
Estudios Historicos,0.1
Expressions maghrebines,0.1
Historia Caribe,0.1
Journal of Law Finance and Accounting,0.1
Journal of Scandinavian Cinema,0.1
Museum History Journal,0.1
PERFORMANCE RESEARCH,0.1
Theology,0.1
ARCHITECTURAL HISTORY,0.1
British and American Studies,0.1
Hiperboreea,0.1
History of Education & Childrens Literature,0.1
COMPARATIVE DRAMA,0.1
CONTEMPORARY LITERATURE,0.1
IBEROROMANIA,0.1
Louvain Studies,0.1
Anales de Literatura Chilena,0.1
Innes Review,0.1
Italianistica-Rivista di letteratura Italiana,0.1
Quest-Issues in Contemporary Jewish History,0.1
International Journal of English Studies,0.1
Jewish Historical Studies-Transactions of the Jewish Historical Society of England,0.1
Journal of Supreme Court History,0.1
Listy Filologicke,0.1
Novyi Filologicheskii Vestnik-New Philological Bulletin,0.1
SVMMA-Revista de Cultures Medievals,0.1
Tradition & Discovery,0.1
ZEITSCHRIFT FUR DIE NEUTESTAMENTLICHE WISSENSCHAFT UND DIE KUNDE DER ALTEREN KIRCHE,0.1
African Historical Review,0.1
Agathos-An International Review of the Humanities and Social Sciences,0.1
ARTIBUS ASIAE,0.1
Asian Review of World Histories,0.1
ECUMENICAL REVIEW,0.1
ESQ-A Journal of Nineteenth-Century American Literature and Culture,0.1
ESTUDIOS FILOLOGICOS,0.1
Frantsuzskii Ezhegodnik-Annuaire d Etudes Francaises,0.1
Historia Contemporanea,0.1
JOURNAL OF THE SOUTHWEST,0.1
Magallanica-Revista de Historia Moderna,0.1
Cuadernos Lirico,0.1
International Journal of Chinese & Comparative Philosophy of Medicine,0.1
International Journal of Military History and Historiography,0.1
JOURNAL OF FEMINIST STUDIES IN RELIGION,0.1
LIAS-Journal of Early Modern Intellectual Culture and its Sources,0.1
Logos-Journal of the World Publishing Community,0.1
On the Waterfront,0.1
OUD HOLLAND,0.1
American Nineteenth Century History,0.1
Anuario IEHS,0.1
Eirene-Studia Graeca et Latina,0.1
FRENCH FORUM,0.1
Nordisk Judaistik-Scandinavian Jewish Studies,0.1
STUDIES IN AMERICAN FICTION,0.1
STUDIES IN CANADIAN LITERATURE-ETUDES EN LITTERATURE CANADIENNE,0.1
Letras-Lima,0.1
MUSEOLOGIA SCIENTIFICA,0.1
NEW YORK HISTORY,0.1
THEATRE HISTORY STUDIES,0.1
Vestnik Sankt-Peterburgskogo Universiteta-Yazyk i Literatura,0.1
Journal of Hebrew Scriptures,0.1
LILI-ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK,0.1
SARE-Southeast Asian Review of English,0.1
Studia Universitatis Babes-Bolyai Philosophia,0.1
Toronto Journal of Theology,0.1
Anuari de Filologia-Literatures Contemporanies,0.1
Archaeology International,0.1
Early Popular Visual Culture,0.1
Eighteenth-Century Music,0.1
Flora Infeksiyon Hastaliklari ve Klinik Mikrobiyoloji Dergisi,0.1
HISTOIRE SOCIALE-SOCIAL HISTORY,0.1
JAMES JOYCE QUARTERLY,0.1
BIOELECTROCHEMISTRY,4.8
M&SOM-Manufacturing & Service Operations Management,4.8
JOURNAL OF CLIMATE,4.8
MATERIALS CHARACTERIZATION,4.8
Matter and Radiation at Extremes,4.8
Clinical Epigenetics,4.8
Social and Personality Psychology Compass,4.8
Antimicrobial Resistance and Infection Control,4.8
ASTROPHYSICAL JOURNAL,4.8
CANCER GENE THERAPY,4.8
CONTACT DERMATITIS,4.8
JOURNAL OF NUTRITIONAL BIOCHEMISTRY,4.8
Food Bioscience,4.8
HYDROMETALLURGY,4.8
Automotive Innovation,4.8
Climate Risk Management,4.8
Journal of Pipeline Science and Engineering,4.8
Microbial Biotechnology,4.8
Sustainable Energy Grids & Networks,4.8
ACS ES&T Water,4.8
Nutrients,4.8
ONCOLOGIST,4.8
Current Research in Microbial Sciences,4.8
Journal of Physical Chemistry Letters,4.8
ACM Transactions on Computer-Human Interaction,4.8
ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA,4.8
PRODUCTION AND OPERATIONS MANAGEMENT,4.8
Environmental Epigenetics,4.8
CLIMATIC CHANGE,4.8
Fuzzy Optimization and Decision Making,4.8
JOURNAL OF MOLECULAR MEDICINE-JMM,4.8
ENVIRONMENTAL MODELLING & SOFTWARE,4.8
INTERNATIONAL MARKETING REVIEW,4.8
Natural Products and Bioprospecting,4.8
Current Neuropharmacology,4.8
Current Neurology and Neuroscience Reports,4.8
Liquid Crystals Reviews,4.8
POLYMER COMPOSITES,4.8
Microporous and Mesoporous Materials,4.8
Biomolecules,4.8
INFLAMMATION RESEARCH,4.8
Progress in Natural Science-Materials International,4.8
Business Strategy and Development,4.8
INTERNATIONAL IMMUNOLOGY,4.8
Emergent Materials,4.8
Journal of Semiconductors,4.8
ACS Nanoscience Au,4.8
CHINA JOURNAL,4.7
LEARNING AND INSTRUCTION,4.7
POLITICAL ANALYSIS,4.7
MODERN LANGUAGE JOURNAL,4.7
COMMUNICATION THEORY,4.7
BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,4.7
SYSTEMATIC ENTOMOLOGY,4.7
AMERICAN JOURNAL OF PATHOLOGY,4.7
Best Practice & Research-Clinical Anaesthesiology,4.7
DEPRESSION AND ANXIETY,4.7
Paediatric Respiratory Reviews,4.7
POLITICAL GEOGRAPHY,4.7
Studies in Science Education,4.7
EUROPEAN RADIOLOGY,4.7
AMERICAN JOURNAL OF ROENTGENOLOGY,4.7
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,4.7
NEUROIMAGE,4.7
JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,4.7
Bone & Joint Research,4.7
Journal of Insects as Food and Feed,4.7
LIVER TRANSPLANTATION,4.7
Journal of Infection and Public Health,4.7
JOURNAL OF PHYSIOLOGY-LONDON,4.7
GEOTEXTILES AND GEOMEMBRANES,4.7
Therapeutic Advances in Neurological Disorders,4.7
INTERNATIONAL JOURNAL OF EATING DISORDERS,4.7
RHEUMATOLOGY,4.7
npj Genomic Medicine,4.7
PERSONNEL PSYCHOLOGY,4.7
RESPIRATORY RESEARCH,4.7
IEEE Transactions on Network and Service Management,4.7
Plant Methods,4.7
Journal of Hydrology-Regional Studies,4.7
Adolescent Research Review,4.7
CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,4.7
EPIDEMIOLOGY,4.7
SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,4.7
ENGINEERING FRACTURE MECHANICS,4.7
Health Information Science and Systems,4.7
Behavioral and Brain Functions,4.7
CHEMICO-BIOLOGICAL INTERACTIONS,4.7
Tumour Virus Research,4.7
JOURNAL OF COMPUTING IN CIVIL ENGINEERING,4.7
ARCHIVES OF MEDICAL RESEARCH,4.7
IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,4.7
Mobile DNA,4.7
Drug Design Development and Therapy,4.7
BIOINORGANIC CHEMISTRY AND APPLICATIONS,4.7
MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,4.7
ACS Polymers Au,4.7
Foods,4.7
SAFETY SCIENCE,4.7
TRANSACTIONS OF NONFERROUS METALS SOCIETY OF CHINA,4.7
Infectious Diseases and Therapy,4.7
JOURNAL OF MOLECULAR BIOLOGY,4.7
Polymers,4.7
Frontiers of Mechanical Engineering,4.7
Journal of Obesity & Metabolic Syndrome,4.7
Environmental Development,4.7
Elementa-Science of the Anthropocene,4.7
APPLIED CATALYSIS A-GENERAL,4.7
JCO Oncology Practice,4.7
ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,4.7
Journal of Innate Immunity,4.7
Annual Review of Cancer Biology,4.7
NanoImpact,4.7
Acta Ecologica Sinica,4.7
Current Opinion in Biomedical Engineering,4.7
Journal of Translational Autoimmunity,4.7
Colloid and Interface Science Communications,4.7
Chinese Herbal Medicines,4.7
ELECTROCHEMISTRY COMMUNICATIONS,4.7
JOURNAL OF POLYMERS AND THE ENVIRONMENT,4.7
Energy Reports,4.7
International Journal of Artificial Intelligence in Education,4.7
Journal of Sustainable Cement-Based Materials,4.7
Journal of Zhejiang University-SCIENCE B,4.7
Current Oncology Reports,4.7
Journal of Translational Internal Medicine,4.7
Nanomedicine,4.7
Polysaccharides,4.7
Micro and Nano Systems Letters,4.7
Qualitative Research in Psychology,4.6
ReCALL,4.6
Journal of Chinese Political Science,4.6
Applied and Computational Mathematics,4.6
BRITISH JOURNAL OF POLITICAL SCIENCE,4.6
CRIMINOLOGY,4.6
SCIENCE COMMUNICATION,4.6
EDUCATIONAL TECHNOLOGY & SOCIETY,4.6
POLITICAL COMMUNICATION,4.6
ETHICS,4.6
ANESTHESIA AND ANALGESIA,4.6
POPULATION AND DEVELOPMENT REVIEW,4.6
JOURNAL OF EUROPEAN PUBLIC POLICY,4.6
CBE-Life Sciences Education,4.6
EVOLUTIONARY ANTHROPOLOGY,4.6
DENTAL MATERIALS,4.6
JOURNAL OF RESEARCH ON ADOLESCENCE,4.6
Behavior Research Methods,4.6
GERONTOLOGIST,4.6
DIABETES-METABOLISM RESEARCH AND REVIEWS,4.6
SciPost Physics,4.6
IEEE Transactions on Radiation and Plasma Medical Sciences,4.6
Journal of Integrative Agriculture,4.6
APPETITE,4.6
INTERNATIONAL JOURNAL OF MANPOWER,4.6
Developmental Cognitive Neuroscience,4.6
IEEE Journal of Emerging and Selected Topics in Power Electronics,4.6
IEEE Wireless Communications Letters,4.6
CHINESE JOURNAL OF PHYSICS,4.6
Plant Diversity,4.6
INTERNATIONAL PSYCHOGERIATRICS,4.6
DIABETES & METABOLISM,4.6
Ocean Engineering,4.6
GEOPHYSICAL RESEARCH LETTERS,4.6
IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,4.6
MOLECULAR NEUROBIOLOGY,4.6
SEMINARS IN NUCLEAR MEDICINE,4.6
DIVERSITY AND DISTRIBUTIONS,4.6
Organic Chemistry Frontiers,4.6
Research in Transportation Economics,4.6
Environment and Planning A-Economy and Space,4.6
FUNCTIONAL ECOLOGY,4.6
IEEE Robotics and Automation Letters,4.6
IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,4.6
IEEE JOURNAL OF SOLID-STATE CIRCUITS,4.6
OPTICS AND LASER TECHNOLOGY,4.6
WATER RESOURCES RESEARCH,4.6
Accounting Auditing & Accountability Journal,4.6
SEMINARS IN ARTHRITIS AND RHEUMATISM,4.6
IEEE TRANSACTIONS ON SIGNAL PROCESSING,4.6
NEUROPHARMACOLOGY,4.6
Journal of Ecohydraulics,4.6
JOURNAL OF URBAN TECHNOLOGY,4.6
PHYSICAL REVIEW D,4.6
EXPERIMENTAL NEUROLOGY,4.6
Molecular Therapy Methods & Clinical Development,4.6
Nutrition & Diabetes,4.6
MANAGEMENT SCIENCE,4.6
Algal Research-Biomass Biofuels and Bioproducts,4.6
CLINICAL PHARMACOKINETICS,4.6
LUNG,4.6
Structural Control & Health Monitoring,4.6
INFLAMMOPHARMACOLOGY,4.6
Mineral Processing and Extractive Metallurgy Review,4.6
Management of Environmental Quality,4.6
iScience,4.6
CANCER IMMUNOLOGY IMMUNOTHERAPY,4.6
Current Nutrition Reports,4.6
China Geology,4.6
GENE THERAPY,4.6
Mycology-An International Journal On Fungal Biology,4.6
International Journal of Extreme Manufacturing,16.1
ADVANCES IN COLLOID AND INTERFACE SCIENCE,15.9
Nature Plants,15.8
Science Translational Medicine,15.8
Journal of Magnesium and Alloys,15.8
DRUG RESISTANCE UPDATES,15.8
ACS Nano,15.8
JAMA Surgery,15.7
Nature Geoscience,15.7
PhotoniX,15.7
Annual Review of Physiology,15.7
Chinese Journal of Catalysis,15.7
Advances in Methods and Practices in Psychological Science,15.6
Journal of Innovation & Knowledge,15.6
Journal of Extracellular Vesicles,15.5
Annual Review of Environment and Resources,15.5
Lancet Haematology,15.4
Opto-Electronic Advances,15.3
IEEE-CAA Journal of Automatica Sinica,15.3
SmartMat,15.3
ADVANCED DRUG DELIVERY REVIEWS,15.2
AMERICAN JOURNAL OF PSYCHIATRY,15.1
TRENDS IN FOOD SCIENCE & TECHNOLOGY,15.1
Annual Review of Medicine,15.1
One Earth,15.1
Lancet Rheumatology,15.0
Annual Review of Entomology,15.0
eTransportation,15.0
Environmental Chemistry Letters,15.0
Molecular Neurodegeneration,14.9
JAMA Cardiology,14.8
KIDNEY INTERNATIONAL,14.8
DIABETES CARE,14.8
HUMAN REPRODUCTION UPDATE,14.8
Journal of the National Comprehensive Cancer Network,14.8
Energy Material Advances,14.8
Neuron,14.7
Acta Pharmaceutica Sinica B,14.7
Information Fusion,14.7
Nature Communications,14.7
TRENDS IN NEUROSCIENCES,14.6
Autophagy,14.6
Molecular Cell,14.5
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,14.5
Journal of the American Chemical Society,14.4
Biofuel Research Journal-BRJ,14.4
Annual Review of Organizational Psychology and Organizational Behavior,14.3
Academy of Management Annals,14.3
JOURNAL OF INFECTION,14.3
Bone Research,14.3
EDUCATIONAL PSYCHOLOGIST,14.3
Annual Review of Marine Science,14.3
Trends in Cancer,14.3
Advanced Science,14.3
TRENDS IN BIOTECHNOLOGY,14.3
Annual Review of Condensed Matter Physics,14.3
STUDIES IN MYCOLOGY,14.1
INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE,14.0
Accounts of Materials Research,14.0
IEEE Transactions on Intelligent Vehicles,14.0
Clinical and Molecular Hepatology,14.0
Environmental Science and Ecotechnology,14.0
Journal of Energy Chemistry,14.0
PROGRESS IN LIPID RESEARCH,14.0
TRENDS IN MICROBIOLOGY,14.0
Trends in Chemistry,14.0
Nature Ecology & Evolution,13.9
TRENDS IN PHARMACOLOGICAL SCIENCES,13.9
Small Structures,13.9
Aggregate,13.9
IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,13.8
Microbiome,13.8
CLINICAL PSYCHOLOGY REVIEW,13.7
CELL DEATH AND DIFFERENTIATION,13.7
Physics of Life Reviews,13.7
Lancet Regional Health-Europe,13.6
Energy Economics,13.6
TRENDS IN GENETICS,13.6
Protein & Cell,13.6
Lancet Healthy Longevity,13.4
Nano Convergence,13.4
JOURNAL OF CLINICAL INVESTIGATION,13.3
Chemical Engineering Journal,13.3
Computer Science Review,13.3
Nano Today,13.2
OPHTHALMOLOGY,13.1
Nature Protocols,13.1
Biochar,13.1
TRENDS IN IMMUNOLOGY,13.1
Alzheimers & Dementia,13.0
DRUGS,13.0
Journal of Ocean Engineering and Science,13.0
Cell Discovery,13.0
Small,13.0
Energy & Environmental Materials,13.0
Advances in Applied Energy,13.0
TRENDS IN CELL BIOLOGY,13.0
HEPATOLOGY,12.9
Nature Astronomy,12.9
Nature Chemical Biology,12.9
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,12.9
Blood Cancer Journal,12.9
Med,12.8
JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,12.8
JACC-Cardiovascular Imaging,12.8
BIOMATERIALS,12.8
Lancet HIV,12.8
LEUKEMIA,12.8
TRENDS IN MOLECULAR MEDICINE,12.8
Annual Review of Biomedical Engineering,12.8
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,12.8
COMPOSITES PART B-ENGINEERING,12.7
ACS Central Science,12.7
JOURNAL OF EXPERIMENTAL MEDICINE,12.6
ALLERGY,12.6
Nano Materials Science,12.6
Annual Review of Nutrition,12.6
International Journal of Surgery,12.5
Analytic Methods in Accident Research,12.5
NATURE STRUCTURAL & MOLECULAR BIOLOGY,12.5
Communications in Transportation Research,12.5
Business Strategy and the Environment,12.5
CANCER RESEARCH,12.5
AGEING RESEARCH REVIEWS,12.5
npj Digital Medicine,12.4
Theranostics,12.4
Resources Environment and Sustainability,12.4
AMERICAN PSYCHOLOGIST,12.3
Applied Computing and Informatics,12.3
npj Flexible Electronics,12.3
Gut Microbes,12.2
JOURNAL OF MANUFACTURING SYSTEMS,12.2
JOURNAL OF HAZARDOUS MATERIALS,12.2
Materials Horizons,12.2
Applied Mechanics Reviews,12.2
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,12.2
RADIOLOGY,12.1
SEMINARS IN CANCER BIOLOGY,12.1
Nature Reviews Urology,12.1
MOLECULAR THERAPY,12.1
Annual Review of Neuroscience,12.1
Annual Review of Biochemistry,12.1
BIOTECHNOLOGY ADVANCES,12.1
Nature Computational Science,12.0
JACC: CardioOncology,12.0
PHARMACOLOGY & THERAPEUTICS,12.0
Materials Futures,12.0
COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,12.0
Journal of Hospitality Marketing & Management,11.9
Applied Physics Reviews,11.9
GigaScience,11.8
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,11.8
Energy Materials,11.8
International Journal of Mining Science and Technology,11.7
Qualitative Psychology,11.7
JACC-Cardiovascular Interventions,11.7
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,11.7
Science Advances,11.7
IEEE Transactions on Industrial Informatics,11.7
Cell Reports Medicine,11.7
NEW ASTRONOMY REVIEWS,11.7
Annual Review of Physical Chemistry,11.7
BRITISH JOURNAL OF SPORTS MEDICINE,11.6
Physical Review X,11.6
Clinical Gastroenterology and Hepatology,11.6
INTERNATIONAL JOURNAL OF COMPUTER VISION,11.6
Liver Cancer,11.6
TRENDS IN BIOCHEMICAL SCIENCES,11.6
JAMA Dermatology,11.5
JOURNAL OF ECONOMIC LITERATURE,11.5
ENDOSCOPY,11.5
Industrial and Organizational Psychology-Perspectives on Science and Practice,11.5
GENOMICS PROTEOMICS & BIOINFORMATICS,11.5
Blood Cancer Discovery,11.5
JOURNAL OF MARKETING,11.5
Chem Catalysis,11.5
PROGRESS IN AEROSPACE SCIENCES,11.5
Progress in Energy,11.5
Arthritis & Rheumatology,11.4
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,11.4
Journal of Advanced Research,11.4
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,11.4
WATER RESEARCH,11.4
TRENDS IN ENDOCRINOLOGY AND METABOLISM,11.4
Annual Review of Cell and Developmental Biology,11.4
CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,11.4
ENDOCRINE PATHOLOGY,11.3
ACS Catalysis,11.3
Annual Review of Earth and Planetary Sciences,11.3
Earth System Science Data,11.2
Journal of Materials Science & Technology,11.2
Annual Review of Control Robotics and Autonomous Systems,11.2
Annual Review of Pharmacology and Toxicology,11.2
Journal of Business Logistics,11.2
SLEEP MEDICINE REVIEWS,11.2
RESOURCES CONSERVATION AND RECYCLING,11.2
Annual Review of Ecology Evolution and Systematics,11.2
COMMUNICATIONS OF THE ACM,11.1
QUARTERLY JOURNAL OF ECONOMICS,11.1
TECHNOVATION,11.1
JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,0.1
Minerva-Revista de Filologia Clasica,0.1
Scandinavian Journal of the Old Testament,0.1
Studia Ceranea,0.1
Vestnik Permskogo Universiteta-Istoriya-Perm University Herald-History,0.1
ARYS-Antiguedad Religiones y Sociedades,0.1
ETUDES ANGLAISES,0.1
Liturgy,0.1
Midland History,0.1
REVISTA IBEROAMERICANA,0.1
Rivista di Estetica,0.1
Vestnik Sankt-Peterburgskogo Universiteta-Iskusstvovedenie,0.1
ZEITSCHRIFT FUR DEUTSCHES ALTERTUM UND DEUTSCHE LITERATUR,0.1
Aristonothos-Scritti per il Mediterraneo Antico,0.1
Arquitetura Revista,0.1
Estudios de Asia y Africa,0.1
HEYTHROP JOURNAL,0.1
HISTORICAL JOURNAL OF FILM RADIO AND TELEVISION,0.1
Journal for Semitics,0.1
Landscape Architecture and Art,0.1
Religioni e Societa-Rivista di Scienze Sociali della Religione,0.1
Spiritus-A Journal of Christian Spirituality,0.1
Storinky Istoriyi-History Pages,0.1
CLIO-A JOURNAL OF LITERATURE HISTORY AND THE PHILOSOPHY OF HISTORY,0.1
Contemporary Europe-Sovremennaya Evropa,0.1
East Asian Pragmatics,0.1
ESPES-The Slovak Journal of Aesthetics,0.1
Fontes Linguae Vasconum,0.1
International Journal for the Study of Skepticism,0.1
Nova et Vetera-English Edition,0.1
Review of Rabbinic Judaism,0.1
Studia Historica-Historia Antigua,0.1
Volgogradskii Gosudarstvennyi Universitet-Vestnik-Seriya 4-Istoriya Regionovedenie Mezhdunarodnye Otnosheniya,0.1
Biblical Theology Bulletin,0.1
CENTRAL ASIATIC JOURNAL,0.1
CHINESE STUDIES IN HISTORY,0.1
Enthymema-International Journal of Literary Criticism Literary Theory and Philosophy of Literature,0.1
Estudios Irlandeses,0.1
Gosudarstvo Religiya Tserkov v Rossii i za Rubezhom,0.1
HUDEBNI VEDA,0.1
Istorija 20 Veka,0.1
Jewish Film & New Media-An International Journal,0.1
Medieval Encounters,0.1
Medizinhistorisches Journal,0.1
MUSICAL QUARTERLY,0.1
Naharaim,0.1
Northwestern Journal of International Law & Business,0.1
Preternature-Critical and Historical Studies on the Preternatural,0.1
Revista Complutense de Historia de America,0.1
Scriptura-International Journal of Bible Religion and Theology in Southern Africa,0.1
Slovene-International Journal of Slavic Studies,0.1
Studia et Documenta,0.1
Bulletin of the German Historical Institute,0.1
Conservation Science in Cultural Heritage,0.1
De Arte,0.1
Filosofskii Zhurnal,0.1
Ilahiyat Tetkikleri Dergisi-Journal of Ilahiyat Researches,0.1
International Journal of the Platonic Tradition,0.1
Judaica Bohemiae,0.1
Modernist Cultures,0.1
OVERLAND,0.1
Revista Estudos Institucionais-Journal of Institutional Studies,0.1
THEATER HEUTE,0.1
Archiv fur Papyrusforschung und Verwandte Gebiete,0.1
Aspasia,0.1
Balkan Journal of Philosophy,0.1
Explorations in Renaissance Culture,0.1
Folklor/Edebiyat-Folklore/Literature,0.1
Getty Research Journal,0.1
Historia Unisinos,0.1
Hitit Theology Journal,0.1
Hypnos,0.1
Journal of Belgian History-Revue Belge d Histoire Contemporaine-Belgisch Tijdschrift voor Nieuwste Geschiedenis,0.1
Journal of French and Francophone Philosophy,0.1
Language Context and Text-The Social Semiotics Forum,0.1
NEW MEXICO HISTORICAL REVIEW,0.1
Revista de Musicologia,0.1
Scripta-Revista Internacional de Literatura i Cultura Medieval i Moderna-International Journal of Medieval & Modern Literature & Culture,0.1
Vestnik Tomskogo Gosudarstvennogo Universiteta Istoriya-Tomsk State University Journal of History,0.1
Yearbook of Phraseology,0.1
Anales de Literatura Hispanoamericana,0.1
ESPRIT,0.1
EUPHORION-ZEITSCHRIFT FUR LITERATURGESCHICHTE,0.1
Euphrosyne-Revista de Filologia Classica,0.1
Journal of Austrian Studies,0.1
MODERN LANGUAGE REVIEW,0.1
MODERNA SPRAK,0.1
Philologica Canariensia,0.1
REVUE DES SCIENCES PHILOSOPHIQUES ET THEOLOGIQUES,0.1
ZEITSCHRIFT FUR EVANGELISCHE ETHIK,0.1
ZEITSCHRIFT FUR PHILOSOPHISCHE FORSCHUNG,0.1
ACTA POLONIAE HISTORICA,0.1
AMERICAN BOOK REVIEW,0.1
AMERICAN STUDIES IN SCANDINAVIA,0.1
Bagh-e Nazar,0.1
Bilimname,0.1
Hesperis-Tamuda,0.1
Jung Journal-Culture & Psyche,0.1
New Contree,0.1
Newman Studies Journal,0.1
Person and the Challenges-The Journal of Theology Education Canon Law and Social Studies Inspired by Pope John Paul II,0.1
Philippiniana Sacra,0.1
REVUE D HISTOIRE ECCLESIASTIQUE,0.1
Ricerche di Storia Politica,0.1
Studia Semiotyczne,0.1
