Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
INTERNATIONAL JOURNAL OF ODONATOLOGY,INT J ODONATOL,1388-7890,2159-6719,ENTOMOLOGY - SCIE,278,0.9,Q3,0.4,98.04%
SOCIOBIOLOGY,SOCIOBIOLOGY,0361-6525,N/A,ENTOMOLOGY - SCIE,"1,303",0.9,Q3,0.35,73.65%
African Journal of Wildlife Research,AFR J WILDL RES,2410-7220,2410-8200,ECOLOGY - SCIE,148,0.9,Q4,0.33,0%
JOURNAL OF ENTOMOLOGICAL SCIENCE,J ENTOMOL SCI,0749-8004,N/A,ENTOMOLOGY - SCIE,724,0.9,Q3,0.3,0.79%
NATURAL AREAS JOURNAL,NAT AREA J,0885-8608,2162-4399,ECOLOGY - SCIE,821,0.9,Q4,0.3,0%
Neotropical Biodiversity,NEOTROP BIODIVERS,N/A,2376-6808,ECOLOGY - ESCI,188,0.9,N/A,0.26,97.64%
DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,DEUT ENTOMOL Z,1435-1951,1522-2403,ENTOMOLOGY - SCIE,615,0.8,Q3,0.55,100%
JOURNAL OF THE HISTORY OF BIOLOGY,J HIST BIOL,0022-5010,1573-0387,BIOLOGY - SCIE,812,0.8,Q4,0.5,27.03%
REVISTA BRASILEIRA DE ENTOMOLOGIA,REV BRAS ENTOMOL,0085-5626,1806-9665,ENTOMOLOGY - SCIE,"1,197",0.8,Q3,0.39,95.33%
AQUATIC INSECTS,AQUAT INSECT,0165-0424,1744-4152,ENTOMOLOGY - SCIE,409,0.8,Q3,0.37,1.25%
TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,TURK ENTOMOL DERG-TU,1010-6960,2536-491X,ENTOMOLOGY - SCIE,556,0.8,Q3,0.36,98.48%
ACTA AMAZONICA,ACTA AMAZON,0044-5967,1809-4392,ECOLOGY - SCIE,"1,572",0.8,Q4,0.35,100%
JOURNAL OF ORTHOPTERA RESEARCH,J ORTHOPTERA RES,1082-6467,1937-2426,ENTOMOLOGY - ESCI,367,0.8,N/A,0.35,96.77%
JOURNAL OF NATURAL HISTORY,J NAT HIST,0022-2933,1464-5262,ECOLOGY - SCIE,"3,459",0.8,Q4,0.27,4.95%
AFRICAN ENTOMOLOGY,AFR ENTOMOL,1021-3589,2254-8854,ENTOMOLOGY - SCIE,927,0.8,Q3,0.26,10.46%
Biosystems Diversity,BIOSYST DIVERSITY,2519-8513,2520-2529,ECOLOGY - ESCI,209,0.8,N/A,0.26,96.45%
Asian Myrmecology,ASIAN MYRMECOL,1985-1944,N/A,ENTOMOLOGY - SCIE,90,0.8,Q3,0.24,0%
Bio-protocol,BIO-PROTOCOL,N/A,2331-8325,BIOLOGY - ESCI,"4,023",0.8,N/A,0.23,14.87%
Archives of Biological Sciences,ARCH BIOL SCI,0354-4664,1821-4339,BIOLOGY - SCIE,"1,129",0.8,Q4,0.21,100%
Contemporary Problems of Ecology,CONTEMP PROBL ECOL+,1995-4255,1995-4263,ECOLOGY - SCIE,802,0.8,Q4,0.18,0.40%
POLAR RECORD,POLAR REC,0032-2474,1475-3057,ECOLOGY - SCIE,791,0.8,Q4,0.17,43.88%
Arid Ecosystems,ARID ECOSYST,2079-0961,2079-0988,ECOLOGY - ESCI,283,0.8,N/A,0.14,0%
PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,P ACAD NAT SCI PHILA,0097-3157,N/A,ECOLOGY - SCIE,"1,087",0.7,Q4,0.44,0%
ANTHROPOLOGICAL SCIENCE,ANTHROPOL SCI,0918-7960,1348-8570,EVOLUTIONARY BIOLOGY - SCIE,389,0.7,Q4,0.41,100%
ANNALES ZOOLOGICI FENNICI,ANN ZOOL FENN,0003-455X,1797-2450,ECOLOGY - SCIE,"1,466",0.7,Q4,0.33,0%
Alpine Entomology,ALP ENTOMOL,N/A,2535-0889,ENTOMOLOGY - ESCI,44,0.7,N/A,0.32,97.67%
NOTA LEPIDOPTEROLOGICA,NOTA LEPIDOPTEROLOGI,0342-7536,2367-5365,ENTOMOLOGY - SCIE,216,0.7,Q4,0.32,96.83%
COLEOPTERISTS BULLETIN,COLEOPTS BULL,0010-065X,1938-4394,ENTOMOLOGY - SCIE,998,0.7,Q4,0.28,0%
Ecosistemas,ECOSISTEMAS,1697-2473,N/A,ECOLOGY - ESCI,518,0.7,N/A,0.22,89.63%
Journal of Fish and Wildlife Management,J FISH WILDL MANAG,1944-687X,1944-687X,ECOLOGY - SCIE,567,0.7,Q4,0.21,97.45%
Neotropical Biology and Conservation,NEOTROP BIOL CONSERV,N/A,2236-3777,ECOLOGY - ESCI,232,0.7,N/A,0.2,92.08%
Russian Journal of Biological Invasions,RUSS J BIOL INVASION,2075-1117,2075-1125,ECOLOGY - ESCI,406,0.7,N/A,0.17,0%
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,APPL ECOL ENV RES,1589-1623,1785-0037,ECOLOGY - SCIE,"3,257",0.7,Q4,0.16,99.26%
FOLIA BIOLOGICA-KRAKOW,FOLIA BIOL-KRAKOW,0015-5497,1734-9168,BIOLOGY - SCIE,328,0.7,Q4,0.16,91.53%
Journal of Wildlife and Biodiversity,J WILDLIFE BIODIVERS,N/A,2588-3526,ECOLOGY - ESCI,75,0.7,N/A,0.16,0%
Tropics,TROPICS,0917-415X,1882-5729,ECOLOGY - ESCI,268,0.7,N/A,0.16,100%
JOURNAL OF APICULTURAL SCIENCE,J APIC SCI,1643-4439,2299-4831,ENTOMOLOGY - SCIE,560,0.6,Q4,0.4,100%
ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,ACTA ENT MUS NAT PRA,0374-1036,1804-6487,ENTOMOLOGY - SCIE,451,0.6,Q4,0.32,0.96%
ARTHROPODA SELECTA,ARTHROPODA SEL,0136-006X,N/A,ENTOMOLOGY - SCIE,376,0.6,Q4,0.32,88.96%
ODONATOLOGICA,ODONATOLOGICA,0375-0183,0375-0183,ENTOMOLOGY - SCIE,341,0.6,Q4,0.25,0%
PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON,P ENTOMOL SOC WASH,0013-8797,0013-8797,ENTOMOLOGY - SCIE,"1,223",0.6,Q4,0.25,0%
TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY,T AM ENTOMOL SOC,0002-8320,2162-3139,ENTOMOLOGY - SCIE,668,0.6,Q4,0.24,0%
Ecological Questions,ECOL QUEST,1644-7298,2083-5469,ECOLOGY - ESCI,194,0.6,N/A,0.19,77.55%
INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,INDIAN J EXP BIOL,0019-5189,0975-1009,BIOLOGY - SCIE,"3,302",0.6,Q4,0.19,11.80%
AMERICAN MIDLAND NATURALIST,AM MIDL NAT,0003-0031,1938-4238,ECOLOGY - SCIE,"3,478",0.6,Q4,0.17,0%
REVISTA DE BIOLOGIA TROPICAL,REV BIOL TROP,0034-7744,2215-2075,BIOLOGY - SCIE,"2,877",0.6,Q4,0.17,71.56%
FOLIA BIOLOGICA,FOLIA BIOL-PRAGUE,0015-5500,0015-5500,BIOLOGY - SCIE,475,0.6,Q4,0.15,0%
SOUTHEASTERN NATURALIST,SOUTHEAST NAT,1528-7092,1938-5412,ECOLOGY - SCIE,833,0.6,Q4,0.15,0%
WESTERN NORTH AMERICAN NATURALIST,WEST N AM NATURALIST,1527-0904,1944-8341,ECOLOGY - SCIE,736,0.6,Q4,0.14,0%
JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY,J EVOL BIOCHEM PHYS+,0022-0930,1608-3202,EVOLUTIONARY BIOLOGY - SCIE,545,0.6,Q4,0.11,1.88%
REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,REV SOC ENTOMOL ARGE,0373-5680,1851-7471,ENTOMOLOGY - SCIE,398,0.5,Q4,0.22,73.04%
Hacquetia,HACQUETIA,1581-4661,1854-9829,ECOLOGY - ESCI,140,0.5,N/A,0.21,98.41%
ORIENTAL INSECTS,ORIENT INSECTS,0030-5316,2157-8745,ENTOMOLOGY - SCIE,441,0.5,Q4,0.21,0.72%
JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY,JPN J APPL ENTOMOL Z,0021-4914,1347-6068,ENTOMOLOGY - SCIE,366,0.5,Q4,0.2,94.12%
Journal of Biological Research-Bollettino della Societa Italiana di Biologia Sperimentale,J BIOL RES-BOLL SOC,1826-8838,2284-0230,BIOLOGY - ESCI,118,0.5,N/A,0.19,97.30%
AMERICAN BIOLOGY TEACHER,AM BIOL TEACH,0002-7685,1938-4211,BIOLOGY - SCIE,895,0.5,Q4,0.16,95.98%
JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,J KANSAS ENTOMOL SOC,0022-8567,1937-2353,ENTOMOLOGY - SCIE,"1,266",0.5,Q4,0.16,0%
PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON,P BIOL SOC WASH,0006-324X,1943-6327,BIOLOGY - SCIE,"1,095",0.5,Q4,0.14,0%
Bioscience Journal,BIOSCI J,1981-3163,1981-3163,BIOLOGY - SCIE,"1,123",0.5,Q4,0.13,86.91%
POLISH JOURNAL OF ECOLOGY,POL J ECOL,1505-2249,N/A,ECOLOGY - SCIE,688,0.5,Q4,0.13,0%
REVISTA PERUANA DE BIOLOGIA,REV PERUANA BIOL,1561-0837,1727-9933,BIOLOGY - ESCI,243,0.5,N/A,0.13,89.76%
Theoretical and Applied Ecology,THEOR APPL ECOL,1995-4301,2618-8406,ECOLOGY - ESCI,261,0.5,N/A,0.12,0%
BIOLOGY BULLETIN,BIOL BULL+,1062-3590,1608-3059,BIOLOGY - SCIE,"1,088",0.5,Q4,0.11,2.56%
PAN-PACIFIC ENTOMOLOGIST,PAN-PAC ENTOMOL,0031-0603,2162-0237,ENTOMOLOGY - SCIE,493,0.5,Q4,0.11,0%
Revista Bio Ciencias,REV BIO CIENC,2007-3380,2007-3380,BIOLOGY - ESCI,114,0.5,N/A,0.09,90.43%
Journal of Insect Biodiversity,J INSECT BIODIVERS,2538-1318,2147-7612,ENTOMOLOGY - ESCI,100,0.4,N/A,0.21,0%
ENTOMOLOGICAL NEWS,ENTOMOL NEWS,0013-872X,2162-3236,ENTOMOLOGY - SCIE,735,0.4,Q4,0.19,0%
JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY,J ENTOMOL RES SOC,N/A,2651-3579,ENTOMOLOGY - SCIE,218,0.4,Q4,0.18,0%
SOUTHWESTERN ENTOMOLOGIST,SOUTHWEST ENTOMOL,0147-1724,2162-2647,ENTOMOLOGY - SCIE,766,0.4,Q4,0.17,0%
Eco mont-Journal on Protected Mountain Areas Research,ECO MONT,2073-106X,2073-1558,ECOLOGY - SCIE,95,0.4,Q4,0.15,98.46%
NORTHWEST SCIENCE,NORTHWEST SCI,0029-344X,2161-9859,ECOLOGY - SCIE,701,0.4,Q4,0.15,0%
PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,P LINN SOC N S W,0370-047X,N/A,ECOLOGY - SCIE,653,0.4,Q4,0.13,0%
Advances in Human Biology,ADV HUM BIOL,2321-8568,2348-4691,BIOLOGY - ESCI,141,0.4,N/A,0.12,87.25%
NORTHEASTERN NATURALIST,NORTHEAST NAT,1092-6194,1938-5307,ECOLOGY - SCIE,838,0.4,Q4,0.12,0%
REVISTA COLOMBIANA DE ENTOMOLOGIA,REV COLOMB ENTOMOL,0120-0488,0120-0488,ENTOMOLOGY - SCIE,459,0.4,Q4,0.12,88.46%
ZHURNAL OBSHCHEI BIOLOGII,ZH OBSHCH BIOL,0044-4596,0044-4596,BIOLOGY - SCIE,310,0.4,Q4,0.11,0%
INTERCIENCIA,INTERCIENCIA,0378-1844,0378-1844,ECOLOGY - SCIE,"1,018",0.4,Q4,0.09,0%
Nusantara Bioscience,NUSANT BIOSCI,2087-3948,2087-3956,BIOLOGY - ESCI,206,0.4,N/A,0.08,97.78%
Revista Comunicacion,REV COMUN,0379-3974,1659-3820,BIOLOGY - ESCI,32,0.4,N/A,0.04,6.06%
AFRICAN INVERTEBRATES,AFR INVERTEBR,1681-5556,2305-2562,ENTOMOLOGY - SCIE,209,0.3,Q4,0.29,96.77%
Entomologica Americana,ENTOMOL AM-NY,1947-5136,1947-5144,ENTOMOLOGY - SCIE,109,0.3,Q4,0.28,0%
Entomology and Applied Science Letters,ENTOMOL APPL SCI LET,2349-2864,2349-2864,ENTOMOLOGY - ESCI,95,0.3,N/A,0.19,52.38%
NEW ZEALAND ENTOMOLOGIST,NZ ENTOMOL,0077-9962,1179-3430,ENTOMOLOGY - SCIE,219,0.3,Q4,0.18,4.17%
SHILAP-REVISTA DE LEPIDOPTEROLOGIA,SHILAP-REV LEPIDOPT,0300-5267,2340-4078,ENTOMOLOGY - SCIE,259,0.3,Q4,0.16,11.36%
Regulatory Mechanisms in Biosystems,REGUL MECH BIOSYST,2519-8521,2520-2588,BIOLOGY - ESCI,153,0.3,N/A,0.11,96.83%
Vestnik Tomskogo Gosudarstvennogo Universiteta-Biologiya,VESTN TOMSK GOS U BI,1998-8591,2311-2077,BIOLOGY - ESCI,80,0.3,N/A,0.1,0%
Vestnik Tomskogo Gosudarstvennogo Universiteta-Biologiya,VESTN TOMSK GOS U BI,1998-8591,2311-2077,ECOLOGY - ESCI,80,0.3,N/A,0.1,0%
International Journal of Biology and Chemistry,INT J BIOL CHEM-KAZ,2218-7979,2409-370X,BIOLOGY - ESCI,67,0.3,N/A,0.07,95.77%
NACC-Nova Acta Cientifica Compostelana Bioloxia,NACC BIOLOXIA,1130-9717,2340-0021,BIOLOGY - ESCI,6,0.3,N/A,0.05,0%
PERIODICUM BIOLOGORUM,PERIOD BIOL,0031-5362,N/A,BIOLOGY - SCIE,398,0.3,Q4,0.03,93.75%
Ideas in Ecology and Evolution,IDEAS ECOL EVOL,1918-3178,1918-3178,EVOLUTIONARY BIOLOGY - ESCI,62,0.2,N/A,0.25,100%
JOURNAL OF THE LEPIDOPTERISTS SOCIETY,J LEPID SOC,0024-0966,N/A,ENTOMOLOGY - SCIE,357,0.2,Q4,0.17,0%
Ecologia Aplicada,ECOL APL,1726-2216,1993-9507,ECOLOGY - ESCI,131,0.2,N/A,0.07,100%
Palawan Scientist,PALAWAN SCI,2467-5903,2467-5903,BIOLOGY - ESCI,18,0.2,N/A,0.07,0%
International Journal of Ecology & Development,INT J ECOL DEV,0972-9984,0973-7308,ECOLOGY - ESCI,89,0.2,N/A,0.05,0%
South of Russia-Ecology Development,S RUSS-ECOL DEV,1992-1098,2413-0958,ECOLOGY - ESCI,101,0.2,N/A,0.05,89.62%
Bulletin de la Societe Linneenne de Lyon,B SOC LINN LYON,2554-5280,N/A,BIOLOGY - SCIE,150,0.2,Q4,0.04,0%
SOUTHWESTERN NATURALIST,SOUTHWEST NAT,0038-4909,1943-6262,ECOLOGY - SCIE,"1,199",0.2,Q4,0.03,0%
University of Toronto Journal of Undergraduate Life Sciences,UNIV TOR J UNDERGRAD,1911-8899,1911-8899,BIOLOGY - ESCI,3,0.2,N/A,0.02,100%
Ciencia Amazonica,CIENC AMAZON,2221-5948,2222-7431,BIOLOGY - ESCI,12,0.1,N/A,0.02,98%
NATURAL HISTORY,NAT HIST,0028-0712,N/A,ECOLOGY - SCIE,386,0.1,Q4,0,0%
American Journal of Biological Anthropology,AM J BIOL ANTHROPOL,2692-7691,2692-7691,EVOLUTIONARY BIOLOGY - SCIE,136,N/A,N/A,0.41,19.49%
Bioscience Research,BIOSCI RES,1811-9506,2218-3973,BIOLOGY - ESCI,712,N/A,N/A,0.11,0%
,,,,,,,,,
Copyright (c) 2023 Clarivate ,,,,,,,,,
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use ,,,,,,,,,
